uid,consent,SII_1,SII_1_other,SII_1_reason,Date,Sow_date,SII_3_1,SII_3_2,SII_4_1,SII_4_2,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_4_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_4_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_4_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_4_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK_202020,SII_6_2_NPK_202020,SII_6_3_NPK_202020,SII_6_4_NPK_202020,SII_7_1_NPK_202020,SII_7_2_NPK_202020,SII_7_3_NPK_202020,SII_6_1_NPK_20200,SII_6_2_NPK_20200,SII_6_3_NPK_20200,SII_6_4_NPK_20200,SII_7_1_NPK_20200,SII_7_2_NPK_20200,SII_7_3_NPK_20200,SII_6_1_NPK_123216,SII_6_2_NPK_123216,SII_6_3_NPK_123216,SII_6_4_NPK_123216,SII_7_1_NPK_123216,SII_7_2_NPK_123216,SII_7_3_NPK_123216,FKT_1,FKT_2,FKT_3
B02V18F0555,Yes,Sowing,,,2018-08-17,2018-05-19,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V18F0556,Yes,Sowing,,,2018-08-17,2018-06-18,16.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V18F0560,Yes,Sowing,,,2018-08-18,2018-07-04,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,65,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V18F0561,Yes,Sowing,,,2018-08-20,2018-06-06,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V18F0562,Yes,Sowing,,,2018-08-09,2018-06-10,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B02V18F0563,Yes,Sowing,,,2018-08-18,2018-06-19,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,No,8,Bigha,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0564,Yes,Sowing,,,2018-08-16,2018-06-17,12.5,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B02V19F0566,Yes,Sowing,,,2018-08-09,2018-06-05,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0568,Yes,Sowing,,,2018-08-10,2018-07-11,8.0,Bigha,1,Underground water,1,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,Yes,1.0,Bag,25 Kilogram,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0569,Yes,Sowing,,,2018-08-18,2018-06-09,20.0,Bigha,1,Underground water,1,No,,,,,,,Yes,9,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0570,Yes,Sowing,,,2018-08-11,2018-07-02,3.0,Acre,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,Yes,25.0,Kilo,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0571,Yes,Sowing,,,2018-08-07,2018-06-23,20.0,Bigha,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V19F0572,Yes,Sowing,,,2018-08-20,2018-05-22,25.0,Bigha,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,TAMARI MAHITI PRAMANE J KAPAS NU VAVETAR KARYU CHE SARI TAMARI MAHITI
B02V19F0576,Yes,Sowing,,,2018-08-18,2018-06-04,15.0,Bigha,1,Underground water,1,Yes,8,Bag,50 Kilogram,Yes,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V19F0577,Yes,Sowing,,,2018-08-20,2018-05-22,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,,,,,,,,Yes,Not useful,BAPORE CALL JAY CHHE MATE MAHITI SAMBHADTA J CHHE..SAJE KATO SAVARE MAHITI MOKALO TO SARU..
B02V19F0580,Yes,Sowing,,,2018-08-11,2018-06-12,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,
B02V19F0582,Yes,Sowing,,,2018-08-17,2018-06-18,11.0,Bigha,1,Underground water,1,No,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,report na aadhare j ame vavetar kariyu chhe tamari mahiti khub sari chhe ane tame amara mate je kaam karo chho ae bov saru chhe
B02V19F0583,Yes,Sowing,,,2018-08-17,2018-05-19,20.0,Bigha,1,Underground water,1,No,,,,,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0584,Yes,Sowing,,,2018-08-20,2018-06-21,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BARABAR CHE MAHITI KOI BADLAV KARVANI JARUR NATHI
B02V19F0585,Yes,Sowing,,,2018-08-16,2018-06-17,5.0,Acre,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,
B02V19F0587,Yes,Sowing,,,2018-08-18,2018-06-19,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,100,Kilo,,Yes,,,No,,,,,,,Yes,25.0,Kilo,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0588,Yes,Sowing,,,2018-08-18,2018-06-19,15.0,Bigha,1,Underground water,1,Yes,12,Bag,45 Kilogram,Yes,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0589,Yes,Sowing,,,2018-08-16,2018-06-12,16.0,Bigha,1,Dam,1,No,,,,,,,Yes,5,Bag,45 Kilogram,Yes,,,Yes,2,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B02V19F0590,Yes,Sowing,,,2018-08-16,2018-06-02,8.5,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0591,Yes,Sowing,,,2018-08-09,2018-05-26,5.0,Bigha,1,Underground water,1,Yes,20,Kilo,,Yes,,,Yes,25,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V19F0592,Yes,No sowing,,JIRU PAK VAVVANO CHE MATE COTTON NATHI AVVYO,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,COTTON VAVYU NATHI MATE UPYOGI NATHI THA TI
B02V20F0593,Yes,Sowing,,,2018-08-07,2018-06-08,4.0,Acre,1,Underground water,1,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B02V20F0594,Yes,Sowing,,,2018-08-16,2018-06-12,5.0,Bigha,1,Underground water,1,Yes,60,Kilo,,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0596,Yes,No sowing,,VARSAD NATHI MATE VAVETRA NATHI KARYU,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V20F0598,Yes,Sowing,,,2018-08-09,2018-07-10,2.0,Acre,1,Rainfall,1,No,,,,,,,Yes,75,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0599,Yes,Sowing,,,2018-08-18,2018-07-09,10.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0600,Yes,Sowing,,,2018-08-21,2018-06-22,7.5,Bigha,1,Underground water,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,25,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0602,Yes,Sowing,,,2018-08-17,2018-07-18,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V20F0605,Yes,Sowing,,,2018-08-18,2018-06-19,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0606,Yes,Crop failure,KAPAS BALI GAYO,,2018-08-07,2018-07-18,4.0,Acre,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0607,No,,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,TAMARI MAHITI SARI CHE
B02V20F0608,No,,,,2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SARI CHE MAHITI
B02V20F0609,Yes,Sowing,,,2018-08-09,2018-07-20,5.5,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0610,Yes,No sowing,,VARSHAD NATHI MATE VAVETAR NATHI KARYU,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V20F0612,Yes,No sowing,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V20F0614,Yes,No sowing,,,2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V20F0615,Yes,No sowing,,BIJA KHETAR MA KAPAS NU VAVETAR KARYU CHE NE PANI ATYARE NATHI AETALE KAPAS NU VAVETAR NATHI KARYU,2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BAVU SARI MAHITI CHE
B02V20F0616,Yes,Sowing,,,2018-08-16,2018-08-01,6.0,Acre,1,Underground water,1,No,,,,,,,Yes,10,Bag,50 Kilogram,No,6,Acre,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0618,Yes,Sowing,,,2018-08-18,2018-07-04,6.0,Bigha,1,Dam,1,Yes,3,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0619,Yes,No sowing,,VARSAD NATHI AETLE VAVIYU NATHI,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0620,Yes,Sowing,,,2018-08-10,2018-06-11,4.0,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V20F0621,Yes,Sowing,,,2018-08-08,2018-07-22,3.0,Acre,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0623,Yes,Sowing,,,2018-08-10,2018-07-11,4.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0624,Yes,Sowing,,,2018-08-16,2018-07-17,3.0,Acre,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0625,Yes,Sowing,,,2018-08-08,2018-07-09,3.0,Acre,1,Rainfall,1,Yes,150,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,BIN PAYAT NI MAHITI   MANE TO SARU
B02V21F0626,Yes,Sowing,,,2018-08-16,2018-07-17,7.5,Bigha,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0628,Yes,Sowing,,,2018-08-09,2018-06-30,15.0,Bigha,1,Dam,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0629,Yes,Sowing,,,2018-08-08,2018-07-24,15.0,Bigha,1,Dam,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V21F0630,Yes,Sowing,,,2018-08-07,2018-07-21,10.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0631,Yes,Sowing,,,2018-08-20,2018-07-31,4.0,Bigha,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,HAJI SUDHI AAPDI MAHITI NO UPAYOG KARIYO NATHI MATE KHBR NATHI K MAHITI KEVI CHHE.
B02V21F0632,Yes,No sowing,,VARSAD NATHI MATE TAL NU VAVETAR KARIYU CHE.BIJA KHETAR MA KAPAS NU VAVETAR KARIYU CHE,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V21F0634,Yes,Sowing,,,2018-08-09,2018-06-25,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0635,Yes,Sowing,,,2018-08-09,2018-07-20,12.5,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,JYARE LAGSE TYARE JANAVASE
B02V21F0636,Yes,Sowing,,,2018-08-07,2018-06-03,22.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI BHUVJ SARI CHE
B02V21F0638,Yes,Sowing,,,2018-08-08,2018-07-09,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,50,Kilo,,No,10,Bigha,,,,,,,,Yes,Very useful,
B02V21F0639,Yes,Sowing,,,2018-08-16,2018-06-17,3.0,Acre,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0641,Yes,Sowing,,,2018-08-20,2018-06-21,10.0,Acre,1,Underground water,1,No,,,,,,,Yes,7,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0642,Yes,Sowing,,,2018-08-17,2018-07-23,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V21F0643,Yes,Sowing,,,2018-08-08,2018-06-24,7.0,Acre,1,Underground water,1,Yes,2,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0644,Yes,No sowing,,VARSAD NA LIDHE KAPAS NATHI VAVIYO,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0645,Yes,Sowing,,,2018-08-18,2018-07-04,10.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B02V21F0646,Yes,Sowing,,,2018-08-16,2018-07-02,10.0,Bigha,1,Underground water,1,Yes,3,Bag,50 Kilogram,Yes,,,Yes,125,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B02V21F0647,Yes,Sowing,,,2018-08-17,2018-07-16,11.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0648,Yes,Sowing,,,2018-08-17,2018-07-18,25.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B02V21F0649,Yes,Sowing,,,2018-08-16,2018-07-02,30.0,Bigha,0,,1,No,,,,,,,Yes,9,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V21F0650,Yes,Sowing,,,2018-08-08,2018-06-29,4.0,Acre,1,Dam,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0652,Yes,Sowing,,,2018-08-16,2018-08-06,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0654,Yes,No sowing,,PANI NATHI MATE KAPAS NU VAVETAR KARYU NATHI,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V22F0656,Yes,Sowing,,,2018-08-07,2018-06-23,4.0,Bigha,1,Underground water,1,No,,,,,,,Yes,75,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,MAHITI MALE AE BARABAR J MALE CHHE SARI MAHITI CHHE.
B02V22F0657,Yes,Sowing,,,2018-08-16,2018-07-12,25.0,Bigha,1,Dam,1,Yes,1,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0658,Yes,Sowing,,,2018-08-16,2018-06-17,8.0,Bigha,1,Dam,1,Yes,3,Bag,45 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0664,Yes,Sowing,,,2018-08-07,2018-06-23,20.0,Bigha,1,Dam,1,No,,,,,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SEWA SARI CHE
B02V22F0665,Yes,Sowing,,,2018-08-16,2018-06-17,10.0,Bigha,1,Underground water,1,Yes,11,Bag,45 Kilogram,Yes,,,Yes,5,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V22F0666,Yes,Sowing,,,2018-08-17,2018-06-13,16.75,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,DRIP NI MAHITI JOIAE CHHE PAK MATE
B02V22F0667,Yes,Sowing,,,2018-08-20,2018-06-21,30.0,Bigha,1,Underground water,1,No,,,,,,,Yes,12,Bag,50 Kilogram,Yes,,,Yes,6,Bag,50 Kilogram,Yes,,,Yes,6.0,Bag,50 Kilogram,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BHU UPAYOGI CHHE MAHITI..KAPA MA ATEYARE SARU RESULT CHHE ..
B02V22F0671,Yes,Sowing,,,2018-08-17,2018-06-18,5.0,Bigha,1,Rainfall,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B02V22F0672,Yes,Sowing,,,2018-08-08,2018-06-24,4.0,Acre,1,Dam,1,No,,,,,,,Yes,4,Bag,50 Kilogram,No,3,Acre,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,HVE CHUSIYA JIVAT NI DAVAMA FERFAR KARVANI MAHITI JOIYE CHHE.
B02V22F0673,Yes,Sowing,,,2018-08-11,2018-06-12,5.0,Acre,1,Underground water,1,Yes,5,Bag,50 Kilogram,Yes,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,REPORTS NATHI AAPYO
B02V22F0674,Yes,Sowing,,,2018-08-20,2018-06-10,4.0,Bigha,1,Dam,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B02V22F0676,Yes,Sowing,,,2018-08-16,2018-06-17,10.0,Bigha,1,Dam,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0677,Yes,Sowing,,,2018-08-16,2018-06-17,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0678,Yes,Sowing,,,2018-08-10,2018-06-11,10.0,Bigha,1,Dam,1,Yes,4,Bag,50 Kilogram,Yes,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V22F0680,Yes,No sowing,,PANI NATHI AETALE KAPAS NU VAVETAR KARYU NATHI,2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SARI NE SACHI MHITI LAGE CHE
B02V22F0682,Yes,Sowing,,,2018-08-20,2018-06-11,3.0,Bigha,1,Dam,1,No,,,,,,,Yes,150,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B02V22F0683,Yes,Sowing,,,2018-08-20,2018-07-06,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI AAVE CHE
B02V23F0685,Yes,Sowing,,,2018-08-10,2018-05-22,10.0,Bigha,1,Dam,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,REPORT NATHI AAVIYO..
B02V23F0686,Yes,Sowing,,,2018-08-07,2018-06-08,6.0,Bigha,1,Dam,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V23F0687,Yes,Sowing,,,2018-08-17,2018-07-28,18.0,Bigha,1,Dam,1,No,,,,,,,Yes,10,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V23F0688,Yes,Sowing,,,2018-08-07,2018-06-03,17.0,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V23F0690,Yes,Sowing,,,2018-08-18,2018-06-19,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V23F0691,Yes,Crop failure,KAPAS BADHOJ BALI GAYO CHHE,,2018-08-16,2018-07-07,5.0,Bigha,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B02V23F0692,Yes,Sowing,,,2018-08-18,2018-05-20,9.0,Bigha,1,Dam,1,Yes,3,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
